ANID,Alt_ID,Standard,Investigator,Source,Region,Country,State/Province,County/District,Subregion,Site_Name,Site_Number,Material,Ware,Ceramic_Type,Form,Exterior_Decoration,Interior_Decoration,Paste_Color,Major_Temper,Minor_Temper,Culture,Context,Provenience,Era/Period,Date_Range,Picture,Comments,Notes,Chemgrp,Spare_ANID,Long_RDF,Long_Date,Short_RDF,Short_Date,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
GMP001,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,n/a,,n/a,,GMP001,AMB2,04/13/14,ADF1-S,04/11/14,13.808,31.011,0.384,25.331,6.101,4.202,2.785,62.092,14.354,33.781,8.078,1.219,41121.5,4.504,0.000,100.315,3.091,16.076,180.943,0.687,0.949,11.693,102.389,134.239,85528.0,504.3,14244.3,4.251,19868.5,879.8,11383.3,4860.9,117.7
GMP002,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP002,AMB2,04/13/14,ADF1-S,04/11/14,15.712,28.909,0.384,40.023,6.270,3.455,2.535,59.037,14.507,33.034,8.126,1.237,42341.2,4.313,0.000,99.698,3.301,16.429,140.323,0.727,0.973,11.774,106.790,128.146,84291.0,491.0,14103.6,3.979,17577.7,937.6,10884.3,4471.7,119.0
GMP003,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP003,AMB2,04/13/14,ADF1-S,04/11/14,20.534,25.983,0.369,27.267,5.455,3.899,2.667,53.925,12.563,32.418,7.179,1.205,37837.1,5.199,0.000,87.838,2.862,14.756,164.313,0.731,0.874,8.898,99.652,154.268,79324.6,557.5,13546.8,3.255,16001.5,710.9,17478.3,4139.0,120.9
GMP004,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP004,AMB2,04/13/14,ADF1-S,04/11/14,8.339,27.654,0.377,23.345,5.651,4.677,2.774,56.745,12.051,29.780,7.594,1.182,38805.1,5.158,0.000,99.715,2.325,15.627,177.726,0.728,0.594,10.904,94.974,153.187,91631.5,547.1,16952.5,4.177,19046.2,744.6,12144.9,5602.5,121.1
GMP005,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP005,AMB2,04/13/14,ADF1-S,04/11/14,32.849,24.667,0.409,21.267,5.763,4.400,2.564,51.557,13.746,35.750,8.663,1.123,43321.9,3.932,0.000,106.320,2.389,15.828,151.444,0.696,0.943,11.439,106.613,120.762,94324.8,533.4,10256.3,4.289,22621.7,685.9,19269.2,4518.5,133.8
GMP006,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP006,AMB2,04/13/14,ADF1-S,04/11/14,28.713,25.993,0.420,33.367,6.241,3.571,2.655,52.679,14.801,38.599,8.792,1.183,48421.8,5.311,0.000,101.890,2.987,17.837,112.427,0.766,0.697,11.571,112.805,175.028,91034.9,481.4,12832.0,3.982,20161.9,742.6,19471.1,5372.2,145.6
GMP007,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP007,AMB2,04/13/14,ADF1-S,04/11/14,22.902,33.695,0.455,27.635,6.858,5.834,3.156,70.154,16.084,48.031,7.566,1.346,42983.9,7.941,0.000,94.387,2.403,17.212,140.354,0.988,0.895,12.496,106.200,221.544,85141.6,533.1,14259.9,4.557,18404.8,986.8,18616.9,4597.4,132.7
GMP008,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP008,AMB2,04/13/14,ADF1-S,04/11/14,19.628,25.355,0.400,23.221,5.725,4.274,2.828,54.274,14.950,35.100,8.479,1.171,47125.7,6.731,0.000,104.900,3.072,18.150,126.749,0.729,0.892,10.924,103.512,198.103,89901.0,498.7,14865.9,3.617,20609.4,947.0,12795.5,4850.8,151.6
GMP009,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP009,AMB2,04/13/14,ADF1-S,04/11/14,28.633,24.486,0.325,21.528,5.199,4.254,2.397,50.328,11.579,32.519,7.108,1.091,37864.6,4.769,0.000,92.794,2.151,13.951,128.806,0.706,0.612,10.147,66.815,143.139,81880.4,559.6,13163.5,3.907,21475.6,672.8,18058.6,4697.0,122.8
GMP010,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP010,AMB2,04/13/14,ADF1-S,04/11/14,25.360,27.548,0.435,22.592,5.723,6.178,2.661,55.434,10.356,37.662,7.098,1.117,39300.6,5.347,0.000,93.444,2.418,15.560,169.316,0.748,0.575,11.749,97.290,153.358,84153.4,401.3,12761.9,3.490,19675.7,518.5,17496.0,4691.2,121.2
GMP011,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP011,AMB2,04/13/14,ADF1-S,04/11/14,24.410,29.827,0.401,37.291,6.319,4.557,2.856,60.146,16.021,37.855,8.332,1.214,44955.3,4.514,0.000,105.204,2.818,16.784,162.248,0.680,0.628,11.769,109.053,131.823,89786.3,613.3,12761.7,3.742,22042.0,949.9,16149.6,4784.0,117.1
GMP012,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP012,AMB2,04/13/14,ADF1-S,04/11/14,23.261,25.635,0.397,34.537,6.036,4.283,2.507,52.776,15.370,34.271,8.354,1.182,47045.0,5.929,0.000,113.914,2.883,17.194,136.499,0.755,0.937,15.150,79.984,156.139,88583.7,477.1,13424.6,3.430,19646.7,1009.7,19934.4,4542.5,131.5
GMP013,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP013,AMB2,04/13/14,ADF1-S,04/11/14,24.751,29.447,0.398,38.118,6.448,5.173,2.915,59.079,13.681,33.771,7.364,1.179,42991.0,5.656,0.000,92.583,3.238,15.606,158.180,0.795,0.646,19.078,98.143,163.367,86903.1,516.4,14877.1,4.147,23600.6,829.6,16994.1,4996.4,131.7
GMP014,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP014,AMB2,04/13/14,ADF1-S,04/11/14,16.792,25.284,0.364,21.202,5.205,3.541,2.503,50.667,9.916,36.614,7.327,1.118,37528.1,5.515,0.000,96.341,2.671,15.347,166.159,0.725,0.783,10.794,88.266,156.771,82286.8,489.7,19887.7,3.487,19512.2,572.3,13052.9,3883.9,115.4
GMP015,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP015,AMB2,04/13/14,ADF1-S,04/11/14,13.491,25.430,0.395,32.327,5.842,3.589,2.780,54.095,14.800,28.300,8.655,1.165,42585.3,4.622,0.000,117.599,3.030,17.244,189.052,0.729,0.917,11.021,107.066,135.825,91430.2,459.5,18104.2,3.890,20520.8,1022.7,12779.2,4651.6,126.0
GMP016,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP016,AMB2,04/13/14,ADF1-S,04/11/14,22.240,25.717,0.373,28.716,5.503,3.389,2.582,51.082,14.006,36.146,6.883,1.151,44531.8,5.000,0.000,82.801,3.203,15.393,161.855,0.748,0.638,9.891,94.910,146.343,86196.7,552.2,16055.0,3.494,18980.6,940.2,20387.8,4943.4,123.4
GMP017,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP017,AMB2,04/13/14,ADF1-S,04/11/14,42.789,23.425,0.539,28.303,6.298,20.201,2.665,51.220,13.286,33.522,8.859,1.084,43303.8,3.774,0.000,104.943,2.373,15.766,226.730,0.633,0.548,15.678,82.953,216.467,82830.3,511.8,14162.8,4.846,21514.5,753.3,19634.4,3874.5,128.3
GMP018,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP018,AMB2,04/13/14,ADF1-S,04/11/14,19.078,25.755,0.363,31.183,5.451,3.362,2.473,51.807,11.970,38.347,7.839,1.105,40608.8,4.769,0.000,103.974,2.745,15.963,172.182,0.737,0.939,9.515,108.829,108.633,84372.3,413.1,10477.8,3.348,24325.9,770.8,18770.9,3436.4,115.4
GMP019,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP019,AMB2,04/13/14,ADF1-S,04/11/14,23.061,34.606,0.395,26.346,6.022,4.229,2.769,67.278,14.010,30.434,7.294,1.113,43323.6,5.806,0.000,94.324,2.993,16.103,199.562,0.756,0.673,11.208,74.163,168.500,92092.8,427.8,13549.6,4.027,17182.8,885.3,18000.2,5761.9,120.8
GMP020,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP020,AMB2,04/13/14,ADF1-S,04/11/14,18.592,26.101,0.351,32.132,5.524,3.041,2.470,53.026,14.643,31.982,7.814,1.086,40682.2,4.427,0.000,101.652,2.776,16.077,165.570,0.627,0.603,10.696,75.468,132.935,89021.7,559.7,13130.6,3.381,20858.6,820.6,14392.8,4225.9,116.8
GMP021,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP021,AMB2,04/13/14,ADF1-S,04/11/14,15.228,30.035,0.487,23.541,6.163,11.520,2.610,62.307,13.076,29.849,8.420,1.261,40588.7,4.118,0.000,85.267,1.961,15.280,299.025,0.781,0.627,9.403,85.110,191.754,82130.2,537.0,39921.4,3.278,19611.4,996.8,18739.9,4173.9,116.4
GMP022,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP022,AMB2,04/13/14,ADF1-S,04/11/14,23.002,29.242,0.380,36.580,6.133,3.601,2.716,60.452,15.715,34.833,8.636,1.218,42808.2,4.313,0.000,109.246,3.361,17.826,169.201,0.711,0.984,12.847,112.008,111.055,90730.8,524.2,14034.4,3.747,21389.6,1242.7,11468.1,3708.0,119.0
GMP023,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP023,AMB2,04/13/14,ADF1-S,04/11/14,22.271,25.845,0.378,21.541,5.454,5.119,2.682,52.190,12.322,35.594,6.587,1.068,39092.6,4.855,0.000,93.785,2.744,15.587,209.185,0.641,0.829,11.162,68.793,126.035,85010.2,479.4,13444.2,3.848,19660.6,713.2,17384.6,3722.9,99.5
GMP024,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP024,AMB2,04/13/14,ADF1-S,04/11/14,25.771,25.608,0.428,27.333,5.725,9.134,2.696,53.017,13.718,35.153,7.817,1.109,41588.6,3.606,0.000,96.811,2.462,16.078,128.657,0.664,0.646,10.455,102.134,147.411,96350.5,560.7,11173.1,3.860,19931.4,890.5,19027.3,3423.8,124.0
GMP025,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP025,AMB2,04/13/14,ADF1-S,04/11/14,14.842,26.839,0.359,20.010,4.847,3.558,2.615,51.198,10.559,27.201,6.498,1.040,35720.7,5.163,0.000,70.008,2.033,13.954,214.998,0.720,0.790,9.065,74.180,147.193,79006.4,396.9,32838.1,2.964,19667.4,753.9,22119.1,3601.9,93.6
GMP026,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP026,AMB2,04/13/14,ADF1-S,04/11/14,14.434,29.029,0.432,20.853,5.622,4.087,2.477,58.355,12.682,28.131,8.270,1.199,39602.3,4.245,0.000,85.494,1.993,14.829,269.853,0.770,0.893,9.427,76.675,116.623,80444.3,518.5,37907.6,3.473,18525.5,972.0,18534.6,3342.6,114.6
GMP027,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP027,AMB2,04/13/14,ADF1-S,04/11/14,29.408,26.843,0.418,24.666,5.907,5.588,2.314,55.116,15.377,36.259,8.240,1.126,46081.9,5.377,0.000,94.583,3.151,17.159,159.933,0.756,0.626,12.323,106.362,169.415,90474.8,497.2,17701.5,4.325,20155.8,975.0,17432.9,4098.4,139.9
GMP028,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP028,AMB2,04/13/14,ADF1-S,04/11/14,23.115,25.454,0.358,29.321,5.642,3.458,2.497,52.351,13.719,37.771,8.892,1.144,41505.1,4.519,0.000,109.802,2.751,17.018,117.222,0.769,0.753,10.708,110.388,127.959,90940.6,495.1,12539.6,3.754,21248.5,655.5,12478.4,4849.8,121.2
GMP029,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP029,AMB2,04/13/14,ADF1-S,04/11/14,23.171,26.371,0.400,21.907,5.445,4.773,2.690,53.516,14.512,38.396,8.114,1.149,43875.0,5.053,0.000,90.911,3.041,16.792,210.155,0.808,0.904,10.412,79.939,162.933,88483.6,460.2,16554.3,3.479,18202.1,883.4,17034.8,5171.9,125.1
GMP030,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP030,AMB2,04/13/14,ADF1-S,04/11/14,8.603,31.025,0.404,36.964,6.259,3.633,2.767,64.091,9.410,36.286,6.272,1.163,35303.9,7.795,0.000,94.389,2.321,14.299,188.264,0.809,0.955,11.813,87.013,228.079,77401.7,451.3,13569.5,4.135,18125.2,542.7,18808.7,4434.4,103.2
GMP031,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP031,AMB2,04/13/14,ADF1-S,04/11/14,22.622,26.969,0.373,29.377,5.738,2.802,2.516,55.053,15.661,34.106,7.974,1.143,45972.2,4.523,0.000,97.207,3.235,17.124,151.495,0.734,0.594,10.359,102.341,111.463,88707.7,482.5,11415.4,4.362,20113.9,1003.6,16728.6,5051.8,125.5
GMP032,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Cajamarca Costeño (a.k.a. Sicán Painted Dish),Bowl/Plate,plain,painted,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP032,AMB2,04/13/14,ADF1-S,04/11/14,24.208,28.987,0.407,24.470,6.060,5.013,2.847,58.549,16.156,34.502,7.714,1.161,45071.0,4.155,0.000,99.619,3.137,16.977,127.161,0.696,0.682,11.937,82.886,111.772,96080.2,469.2,10599.9,4.462,22375.6,968.2,17330.2,3554.9,129.0
GMP033,,SRM-1633b,"Matsumoto, Go",Sicán Archaeological Project,South America,Peru,Lambayeque,Ferreñafe,La Leche Valley,Sicán,,Pottery,Earthenware,Plainware,Bowl/Plate,plain,plain,,,,Sicán Culture,feasting area,Great Plaza,Middle Sicán Period,,,,,,GMP033,AMB2,04/13/14,ADF1-S,04/11/14,21.240,26.770,0.386,29.995,5.811,4.554,2.871,53.587,14.231,41.179,8.829,1.160,43494.4,4.836,0.000,110.248,2.886,16.399,142.391,0.770,0.925,13.795,117.488,143.240,85240.0,515.4,9683.8,3.992,23484.8,941.3,19310.8,4227.8,138.7
